transaction_id,user_id,transaction_time,amount,currency,merchant_id,merchant_risk,device_id,is_chargeback,future_tx_flag,leak_label_hint
9aea2f9d-86d0-4a07-a792-56fe1ee4ad1a,ee964514-7f4b-4ad3-8d25-ea7d602b1c01,2025-09-15T14:53:11,49.34,CAD,m_000078,0.23751150981015667,,0,1,
6cbceb42-af26-415d-b381-4d0495814d5a,ee964514-7f4b-4ad3-8d25-ea7d602b1c01,2025-05-19T20:42:21,303.04,CAD,m_000029,0.5136422633654811,5321fdd4-509a-4705-aaa1-18676ccca8be,0,0,
42158098-1cd5-47f7-997a-a0dc21647f74,ee964514-7f4b-4ad3-8d25-ea7d602b1c01,2025-09-11T02:46:41,38.53,USD,m_000045,0.015259601457937116,5321fdd4-509a-4705-aaa1-18676ccca8be,0,0,
dea5202d-f4a6-454d-9a2f-fcd15d07d05e,ee964514-7f4b-4ad3-8d25-ea7d602b1c01,2024-10-08T08:34:47,202.57,CAD,m_000064,0.6832394050898336,,0,0,
01abdee9-f7c0-4ef1-9fd0-6dae6dae925b,ee964514-7f4b-4ad3-8d25-ea7d602b1c01,2025-01-15T13:09:51,213.07,JPY,m_000023,0.529049611572892,5321fdd4-509a-4705-aaa1-18676ccca8be,0,0,
ea9d3081-9189-4c49-a174-dced45e3ba84,ee964514-7f4b-4ad3-8d25-ea7d602b1c01,2025.07.19 03:56:32,43.11,EUR,m_000024,0.12716661821913186,,0,0,
295a21de-0cac-4804-a9bb-06de512fcea8,ee964514-7f4b-4ad3-8d25-ea7d602b1c01,2025-03-13T17:33:46,8.69,EUR,m_000052,0.8076309028157247,5321fdd4-509a-4705-aaa1-18676ccca8be,0,0,
0e2728c5-e482-4857-b597-ce9e531a4e53,ee964514-7f4b-4ad3-8d25-ea7d602b1c01,2025-08-04T00:07:34,128.94,EUR,m_000096,1.0,5321fdd4-509a-4705-aaa1-18676ccca8be,0,0,
b32f4007-d598-4e62-b8fb-e47b1bfd68a4,ee964514-7f4b-4ad3-8d25-ea7d602b1c01,2025-02-08T22:55:12,37.33,CAD,m_000056,0.5790725886935167,5321fdd4-509a-4705-aaa1-18676ccca8be,0,0,
37c0f650-45df-4de1-bf8b-cc3185b24ec4,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-10-16T18:36:08,66.41,EUR,m_000058,0.5090163858046414,,0,1,
a50bbdf1-40a1-4c69-a342-0f76a05a1b56,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-07-26T11:19:42,150.47,AUD,m_000077,0.5814938014222396,19cf32f8-35c3-43b4-8f82-8ede54099b65,0,0,
5eca4b4e-8681-4e5c-ac85-fa69b0f01bb6,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-09-26T08:49:50,48.19,CAD,m_000050,0.4034059893570024,19cf32f8-35c3-43b4-8f82-8ede54099b65,0,0,
82a662fe-4325-4902-9003-e50eb84f41ac,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-11-02T19:50:17,58.54,CAD,m_000068,0.2904434697051226,19cf32f8-35c3-43b4-8f82-8ede54099b65,0,0,
781e84d2-ff65-4768-98c6-102811c3f657,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-08-29T12:10:28,47.19,CAD,m_000004,0.1900593810879349,19cf32f8-35c3-43b4-8f82-8ede54099b65,0,0,
5b7b06cb-ecb3-4a5e-b214-3d2dc96e0cf6,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-10-03T14:46:38,45.78,EUR,m_000005,0.17567518668262927,19cf32f8-35c3-43b4-8f82-8ede54099b65,0,0,
3e02c049-a922-4424-9c9d-c68aa7543a7c,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-07-19T10:34:12,74.64,USD,m_000094,0.5211345700197644,19cf32f8-35c3-43b4-8f82-8ede54099b65,0,0,
19fb46e3-ca45-41d0-b52b-8c83ecce337b,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-11-25T23:38:26,165.44,USD,m_000080,0.2543176325962418,,0,0,
5e8f015e-812c-435a-9d1b-d331eef760d0,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-08-31T04:40:32,44.91,GBP,m_000038,0.222838020241252,19cf32f8-35c3-43b4-8f82-8ede54099b65,0,0,
1fcba9b4-88ef-41f7-8623-97b1943c1ab9,30696ab6-bf86-4610-bd0c-44bcaff5460a,2026-01-05T13:57:59,74.29,USD,m_000078,0.23751150981015667,,0,0,
f4f1880c-3bc4-4914-91b5-019c79971ee3,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-08-06T16:49:57,111.09,AUD,m_000059,1.0,19cf32f8-35c3-43b4-8f82-8ede54099b65,0,0,
1d29fd7c-4ade-4d6b-b8d4-02850ec57cbc,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-07-11T08:12:31,31.39,EUR,m_000014,0.4659406965982893,19cf32f8-35c3-43b4-8f82-8ede54099b65,0,0,
b5dddf51-e57a-4073-9e8c-d061730e7202,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-06-28T11:00:04,32.51,CAD,m_000089,0.404605735592641,,0,0,
909de257-f4c2-46d7-ae24-ef61b5396e84,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-10-24T00:07:41,541.85,USD,m_000057,0.30483536794060173,19cf32f8-35c3-43b4-8f82-8ede54099b65,0,0,
c6ec5226-3053-4391-bf0d-d2b98de64e08,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-10-24T00:16:47,257.13,EUR,m_000091,0.1008224431996533,19cf32f8-35c3-43b4-8f82-8ede54099b65,0,0,
1e506884-404f-4a82-9fd0-2c13294db60f,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-10-23T23:59:43,172.16,GBP,m_000032,0.39488045313248704,19cf32f8-35c3-43b4-8f82-8ede54099b65,0,0,
e14b24e7-26c8-426a-bf7d-c082597004ba,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-10-24T00:20:56,208.67,AUD,m_000020,0.2223113873082644,19cf32f8-35c3-43b4-8f82-8ede54099b65,0,0,
85fe65b0-d3f3-4378-a11f-805136ea0db7,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-10-23T23:59:45,5.95,AUD,m_000014,0.4659406965982893,19cf32f8-35c3-43b4-8f82-8ede54099b65,0,0,
0c5309b2-94be-4113-9602-fdbafb79af0e,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-10-24T00:09:02,192.52,CAD,m_000010,0.5463796114934347,19cf32f8-35c3-43b4-8f82-8ede54099b65,0,0,
c3d60f10-68c3-4e6e-a9c1-25ce7e3ee476,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-10-24T00:21:27,142.47,CAD,m_000065,0.131103952425071,19cf32f8-35c3-43b4-8f82-8ede54099b65,0,0,
764bda23-8c16-4c75-9f9e-b6103913723d,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-10-24T00:09:34,157.82,JPY,m_000070,0.40816735073816857,,0,0,
890af444-fea6-4387-80a4-5b91da76a8a2,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-10-24T00:02:28,89.08,CAD,m_000042,0.8071879699188149,,0,0,
3f25258c-5459-4900-8f69-13cce582dd54,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-10-24T00:26:05,17.0,EUR,m_000019,0.8550324885472462,19cf32f8-35c3-43b4-8f82-8ede54099b65,0,0,
77071b82-abca-41b5-910a-c85bf80b7d70,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-10-24T00:02:45,42.97,AUD,m_000098,0.16694427578367693,,0,0,
b3154a22-d18d-402c-b25c-a0dfb614c4fb,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-10-24T00:07:09,602.15,AUD,m_000039,0.4675118169617257,19cf32f8-35c3-43b4-8f82-8ede54099b65,0,0,
9c77eb01-87a5-4797-8ac0-2dd339baed0a,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-10-24T00:11:52,105.09,AUD,m_000036,0.3375966895900359,,0,0,
7d81798f-37c8-4859-a392-c278afa6bc70,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-10-24T00:01:08,125.73,USD,m_000025,0.07643054465642281,,0,0,
7422f6ec-730c-4e9b-9995-cff3a2ae9696,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-10-24T00:05:17,10.83,JPY,m_000001,0.030169855686419944,19cf32f8-35c3-43b4-8f82-8ede54099b65,0,0,
cd429bdc-7442-4b1e-9bff-76db664839e8,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-10-24T00:13:40,7.66,USD,m_000069,1.0,19cf32f8-35c3-43b4-8f82-8ede54099b65,0,0,
45f30daa-c836-46e6-a1a8-ff0d05aa40d5,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-10-24T00:13:29,252.59,EUR,m_000030,0.23613360598325475,,0,0,
e9e2f186-09b2-469f-b9ab-ebc2b1fb82a2,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-10-24T00:12:53,154.48,JPY,m_000058,0.5090163858046414,19cf32f8-35c3-43b4-8f82-8ede54099b65,0,0,
cee38988-f04d-4e45-b1aa-f5f900281fd7,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-10-24T00:17:10,142.14,USD,m_000076,0.7826298266747644,,0,0,
f5b30ce1-0b8c-486b-bcf5-db3bd070fff7,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-10-24T00:15:19,55.71,CAD,m_000035,0.35331175289830885,,0,0,
76d37d5d-c77a-403f-ac04-b9c2240ab835,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-10-24T00:24:38,273.1,USD,m_000026,0.36084741175372187,19cf32f8-35c3-43b4-8f82-8ede54099b65,0,0,
3d501fd8-15fc-4273-86b6-3774ef283879,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025.10.23 23:58:31,36.84,GBP,m_000083,0.5780875462699829,19cf32f8-35c3-43b4-8f82-8ede54099b65,0,0,
be10e2cf-2f14-4a3f-bb83-e48325877794,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-10-24T00:19:25,42.13,CAD,m_000073,0.4438854227121084,19cf32f8-35c3-43b4-8f82-8ede54099b65,0,0,
e405a015-a435-487e-bf15-24a023b15097,0221aa40-354f-4db6-aed6-7a42432f368b,2024-04-20T19:19:15,28.43,USD,m_000006,0.3926770912494092,619093ef-a597-4e39-9fb4-889ecd381c85,0,1,
9b4c772d-1eb5-4f4c-b009-5c857b4a8ef9,0221aa40-354f-4db6-aed6-7a42432f368b,2024-01-01T03:38:36,103.63,GBP,m_000086,0.33587883581910066,,0,0,
f4d86142-7129-463a-bac1-5ab2c84f5399,0221aa40-354f-4db6-aed6-7a42432f368b,2024-05-26T09:15:02,105.26,CAD,m_000076,0.7826298266747644,619093ef-a597-4e39-9fb4-889ecd381c85,0,0,
e470d864-0166-4f2c-8d0e-6d23962d6c70,0221aa40-354f-4db6-aed6-7a42432f368b,2024-04-27T00:41:11,174.02,AUD,m_000058,0.5090163858046414,619093ef-a597-4e39-9fb4-889ecd381c85,0,0,
698f84bc-1031-4c97-976b-0db9cc2db882,0221aa40-354f-4db6-aed6-7a42432f368b,2024-10-12T21:42:11,54.08,GBP,m_000011,0.7099684781640283,619093ef-a597-4e39-9fb4-889ecd381c85,0,0,
3bc67338-b98a-4067-9e8e-f614b0d68282,0221aa40-354f-4db6-aed6-7a42432f368b,2024-08-29T18:23:31,7.59,JPY,m_000008,0.9153553282343634,,0,0,
358b5d59-5c76-426c-a798-2546d649b505,0221aa40-354f-4db6-aed6-7a42432f368b,2024-02-09T16:19:19,31.97,EUR,m_000060,0.45157739420662585,,0,0,
8b760554-df86-4228-bae2-e784d8c1ee6a,0221aa40-354f-4db6-aed6-7a42432f368b,2026-01-08T22:56:47,391.23,CAD,m_000042,0.8071879699188149,619093ef-a597-4e39-9fb4-889ecd381c85,0,0,
23c20314-5bad-4af5-8694-69a9ae1ce20c,0221aa40-354f-4db6-aed6-7a42432f368b,2024-02-12T20:45:40,90.7,CAD,m_000026,0.36084741175372187,619093ef-a597-4e39-9fb4-889ecd381c85,0,0,
79a9b5b2-5951-4b7f-8df3-9c60fae47b29,0221aa40-354f-4db6-aed6-7a42432f368b,2025-08-29T23:52:42,123.7,CAD,m_000080,0.2543176325962418,619093ef-a597-4e39-9fb4-889ecd381c85,0,0,
07020906-c871-4a58-86e4-e3f44813c94f,ed3992ed-e9f5-4d82-bcfe-8aa2f420d716,2025-09-28T11:43:51,290.07,CAD,m_000088,0.3894622563374339,8202924f-ae7f-4281-8215-73e343d9d1e4,0,1,
c7e72a76-af87-49b5-bd83-1699fbf8a4fe,ed3992ed-e9f5-4d82-bcfe-8aa2f420d716,2025-11-21T11:04:45,111.97,JPY,m_000036,0.3375966895900359,72f2ab49-4d60-4963-b29a-1af7b8d10ed2,0,0,
ed1fb6e0-83f9-4974-a1d8-c564303aeff8,ed3992ed-e9f5-4d82-bcfe-8aa2f420d716,2026-02-12T08:08:03,6.71,CAD,m_000067,0.21341745015391111,,0,0,
e66eed60-edac-47e6-af06-8de3ff0a1ad8,ed3992ed-e9f5-4d82-bcfe-8aa2f420d716,2026-01-18T21:54:52,62.68,CAD,m_000016,1.0,,0,0,
75e75e88-105d-4faf-9d7c-9aad8ab14cc6,ed3992ed-e9f5-4d82-bcfe-8aa2f420d716,2025-11-24T08:53:53,27.48,JPY,m_000080,0.2543176325962418,cdf9782c-4cc4-4f2f-99d6-e6085b7faf8f,0,0,
c15bfa15-f631-42b5-9548-2aedcd7c0752,ed3992ed-e9f5-4d82-bcfe-8aa2f420d716,2025-12-28T09:14:44,63.45,EUR,m_000078,0.23751150981015667,,0,0,
fb3de25e-1d60-45b6-bd1d-6458560b7e07,ed3992ed-e9f5-4d82-bcfe-8aa2f420d716,2026.01.08 05:00:54,60.78,USD,m_000000,0.08267605420859543,8202924f-ae7f-4281-8215-73e343d9d1e4,0,0,
44f7f5dc-6466-4abd-bb4d-5272102aac85,ed3992ed-e9f5-4d82-bcfe-8aa2f420d716,2025-10-19T02:43:56,87.26,CAD,m_000026,0.36084741175372187,,0,0,
99dd2452-0371-4045-9e77-bf756382fa5a,ed3992ed-e9f5-4d82-bcfe-8aa2f420d716,2025-12-01T21:53:50,44.13,GBP,m_000042,0.8071879699188149,8202924f-ae7f-4281-8215-73e343d9d1e4,0,0,
68b4e225-4d24-46c0-9336-76ff0f514052,ed3992ed-e9f5-4d82-bcfe-8aa2f420d716,2025-12-02T20:44:28,17.95,AUD,m_000001,0.030169855686419944,72f2ab49-4d60-4963-b29a-1af7b8d10ed2,0,0,
84246da0-9e98-44ad-bdbc-f6696f64d87e,1f9470b5-ae2d-4c6d-b3ec-55014216e9eb,2026-01-26T08:36:52,109.07,GBP,m_000008,0.9153553282343634,,0,1,
e1cec647-45eb-4e35-a512-10e5a6def8c5,1f9470b5-ae2d-4c6d-b3ec-55014216e9eb,2026-02-03T23:09:11,41.3,USD,m_000098,0.16694427578367693,5a64f405-6611-45c0-bd05-8ce512656678,0,0,
4c6b02aa-918b-4308-9e0c-7316a985267c,1f9470b5-ae2d-4c6d-b3ec-55014216e9eb,2026-01-16T09:23:45,274.14,AUD,m_000050,0.4034059893570024,5a64f405-6611-45c0-bd05-8ce512656678,0,0,
4848c69a-4a9c-43f6-948c-d78a81d06ed5,1f9470b5-ae2d-4c6d-b3ec-55014216e9eb,2026-02-07T14:18:23,243.28,EUR,m_000022,0.08663702205106805,,0,0,
6a135a84-720d-43e5-b67d-5acbd1c51aa2,1f9470b5-ae2d-4c6d-b3ec-55014216e9eb,2026-01-28T15:51:23,23.49,JPY,m_000086,0.33587883581910066,5a64f405-6611-45c0-bd05-8ce512656678,0,0,
67cb6097-7d67-4fb5-8224-726390ce1716,1f9470b5-ae2d-4c6d-b3ec-55014216e9eb,2026-02-02T04:15:10,4.02,EUR,m_000082,0.5373234358496515,5a64f405-6611-45c0-bd05-8ce512656678,0,0,
0b08a7bf-b610-4242-89ca-1ba75f286527,1f9470b5-ae2d-4c6d-b3ec-55014216e9eb,2026-01-27T20:59:27,135.21,GBP,m_000068,0.2904434697051226,5a64f405-6611-45c0-bd05-8ce512656678,0,0,
a54c985a-0c24-4975-9044-fabb588b941b,1f9470b5-ae2d-4c6d-b3ec-55014216e9eb,2026-01-24T11:32:51,175.8,USD,m_000095,0.5902089943026397,5a64f405-6611-45c0-bd05-8ce512656678,0,0,
4a900e27-7587-4c3e-be55-9af565b73404,1f9470b5-ae2d-4c6d-b3ec-55014216e9eb,2026-01-25T06:08:42,343.78,AUD,m_000092,0.0621141875745474,,0,0,
2c9de73a-7e5c-41ab-8c5f-c216eb66ef1f,1f9470b5-ae2d-4c6d-b3ec-55014216e9eb,2026-01-31T03:06:32,220.58,CAD,m_000026,0.36084741175372187,5a64f405-6611-45c0-bd05-8ce512656678,0,0,
9d654dd7-1005-4856-9087-c2da8b587eaf,2f242af1-edd4-4aaa-982a-bb79d6843adf,2026-01-15T14:12:21,2.82,USD,m_000045,0.015259601457937116,d67d5c10-f876-4fc0-b6b3-d213489c492f,0,1,
cde07ef6-22cf-42b5-8b22-356fd9ed6ffe,2f242af1-edd4-4aaa-982a-bb79d6843adf,2025-04-08T19:24:30,28.32,GBP,m_000003,0.4130447378061896,,0,0,
94b1ecd0-f3f3-4cfb-8f68-7d645f89a2b4,2f242af1-edd4-4aaa-982a-bb79d6843adf,2024-12-30T09:01:36,61.55,CAD,m_000021,0.34912916947092554,d67d5c10-f876-4fc0-b6b3-d213489c492f,0,0,
b2f39ea8-db87-4c45-9b3c-47c0e1d974e1,2f242af1-edd4-4aaa-982a-bb79d6843adf,2025-02-10T18:16:56,99.02,GBP,m_000014,0.4659406965982893,,0,0,
912cb25e-001a-430f-b6bc-a6b134537b80,2f242af1-edd4-4aaa-982a-bb79d6843adf,2025-12-19T15:23:22,81.48,GBP,m_000004,0.1900593810879349,d67d5c10-f876-4fc0-b6b3-d213489c492f,0,0,
9d839796-86dd-408c-b15f-7e4026163d2a,2f242af1-edd4-4aaa-982a-bb79d6843adf,2026-01-28T15:55:23,135.73,GBP,m_000030,0.23613360598325475,,0,0,
15c22679-7a65-468b-a410-d08a3ee69897,2f242af1-edd4-4aaa-982a-bb79d6843adf,2025-03-15T05:58:02,32.82,CAD,m_000027,1.0,d67d5c10-f876-4fc0-b6b3-d213489c492f,0,0,
47b9ab3a-a153-40dd-85ca-334de14b6a32,2f242af1-edd4-4aaa-982a-bb79d6843adf,2025-08-19T19:21:08,83.23,EUR,m_000004,0.1900593810879349,d67d5c10-f876-4fc0-b6b3-d213489c492f,0,0,
e6d149ed-b815-4901-b8f3-b8898ef257ee,2f242af1-edd4-4aaa-982a-bb79d6843adf,2025-09-19T10:03:11,9.23,JPY,m_000003,0.4130447378061896,,0,0,
d1c0c145-411a-47fd-9f26-64679a16d063,2f242af1-edd4-4aaa-982a-bb79d6843adf,2025-03-05T00:59:44,53.39,JPY,m_000043,0.4661289421180941,d67d5c10-f876-4fc0-b6b3-d213489c492f,0,0,
c2efa453-5962-4355-b113-d560c3c5eb65,2f242af1-edd4-4aaa-982a-bb79d6843adf,2025-11-13T06:01:05,138.69,GBP,m_000099,0.18691779081853668,d67d5c10-f876-4fc0-b6b3-d213489c492f,0,0,
aec2fa9a-be10-4530-863f-0d414fe5c3c7,8da002c7-e210-4b75-9472-b9de8e450a9a,2024-08-16T11:57:17,39.98,AUD,m_000066,0.027249502712106244,,0,1,
26c41d0e-38be-422e-a9db-2aef0494c6a4,8da002c7-e210-4b75-9472-b9de8e450a9a,2025-05-12T14:23:02,58.09,JPY,m_000004,0.1900593810879349,,0,0,
01e1eee5-36a4-4a85-9893-e7f45dbc9d20,8da002c7-e210-4b75-9472-b9de8e450a9a,2024-12-06T11:55:01,194.46,USD,m_000014,0.4659406965982893,d1a42272-414d-4672-a37c-39a2e332f805,0,0,
5b87792c-2ab8-4b38-9ce1-07e82ed02563,8da002c7-e210-4b75-9472-b9de8e450a9a,2025-07-05T04:18:53,115.27,USD,m_000076,0.7826298266747644,d1a42272-414d-4672-a37c-39a2e332f805,0,0,
5e57a266-7452-4e80-9778-57439863221d,8da002c7-e210-4b75-9472-b9de8e450a9a,2025-11-11T17:00:42,214.08,CAD,m_000013,0.13441366737883997,,0,0,
8f080c2c-7a00-45ee-82c6-70269415c3fd,8da002c7-e210-4b75-9472-b9de8e450a9a,2024-09-07T11:05:27,22.75,CAD,m_000002,0.011588267055571047,d1a42272-414d-4672-a37c-39a2e332f805,0,0,
8ab5ca26-24f8-4a88-8024-c4a447c161dd,8da002c7-e210-4b75-9472-b9de8e450a9a,2024-06-19T11:23:00,206.64,GBP,m_000026,0.36084741175372187,abec7394-8a1a-4e25-abd5-b02e70b6d75f,0,0,
99a7c20f-76e3-4d74-9f82-0a4f96b749ce,8da002c7-e210-4b75-9472-b9de8e450a9a,2025-04-07T12:09:13,6.16,GBP,m_000068,0.2904434697051226,abec7394-8a1a-4e25-abd5-b02e70b6d75f,0,0,
6192cebd-3c25-411a-8e30-b9ce4d65ea27,893baadd-0739-4598-bc33-c14343ce52a4,2024-04-07T12:53:11,37.77,EUR,m_000034,0.12917701080908797,46a28636-d30a-49c9-8bc1-31b58d7c2736,0,1,
44f4ca96-868a-48f3-85d5-6f0c3311c51c,893baadd-0739-4598-bc33-c14343ce52a4,2024-04-25T12:24:55,71.76,CAD,m_000079,0.24767569103796555,46a28636-d30a-49c9-8bc1-31b58d7c2736,0,0,
470482f2-fd92-470d-aaa9-bc093bb25c2b,893baadd-0739-4598-bc33-c14343ce52a4,2025-09-13T22:59:44,282.5,CAD,m_000044,0.32114353314376826,46a28636-d30a-49c9-8bc1-31b58d7c2736,0,0,
1c9b0854-ad2e-4675-986c-a8a2fbda5919,893baadd-0739-4598-bc33-c14343ce52a4,2024-09-06T20:42:24,4.9,GBP,m_000090,0.21783096953868036,46a28636-d30a-49c9-8bc1-31b58d7c2736,0,0,
c90f8d48-647c-4358-8b98-2e826703a2ad,893baadd-0739-4598-bc33-c14343ce52a4,2025-04-27T08:48:00,43.42,CAD,m_000039,0.4675118169617257,,0,0,
