user_id,signup_date,country,age,income,account_type,kyc_level,email_domain,total_txns,sum_amount,failed_logins,num_devices,recent_txns,account_age_days,avg_merchant_risk,is_fraud
ee852df2-4790-4838-9c37-0d43c5fd3a31,2023.09.09 18:37:50,DE,35,70713.38,gold,3,example.com,8,833.73,0,2,0,365.0,0.49094937062837823,0
da53542d-351b-4806-9909-2cda9de40afc,2024-07-04T06:30:49,AU,55,44451.89,basic,1,example.net,9,1024.02,1,1,0,588.0,0.3353785080721096,0
602b7edb-e20d-4500-9339-efa2f6a18746,2023-05-31T15:23:13,DE,28,44947.29,gold,2,example.org,7,762.25,1,1,0,988.0,0.410945690541655,0
0c245d6e-d641-48b6-a036-f126a93c17ec,2023-08-14T14:11:01,US,48,69862.53,silver,3,example.org,9,609.91,2,1,0,913.0,0.32627142826467187,0
7c18625f-11ae-4b97-8cc4-c7b7c385de7e,2023-08-12T18:09:44,DE,31,,basic,2,example.com,7,763.97,0,1,0,915.0,0.5469074182327451,0
9103f4a7-e98c-427c-8ebc-d706bd792851,2023-12-22T21:55:57,FR,39,89059.35,silver,1,example.org,3,183.08,0,1,0,783.0,0.33301360278915043,0
6e7e6a85-620a-420d-aedc-226c8ff0704f,2026/01/09 19:04:31,US,29,,basic,1,example.net,9,736.9300000000001,0,2,0,365.0,0.3731584551237076,0
53906796-95d5-4013-92aa-af4acf82f217,2024-07-19T18:53:42,DE,33,16094.55,basic,2,example.org,13,1211.04,0,2,0,573.0,0.5226791920555859,0
21ef4382-6165-418a-8106-adb721a7df85,2023-04-29T10:34:42,CA,41,67831.66,gold,2,example.org,9,1274.36,0,1,0,1020.0,0.4124786066814351,0
381afdb0-568e-4e95-a72b-76a97ed72715,Dec 11 2025 02:04:15,DE,38,52962.39,gold,3,example.org,11,725.22,0,1,1,365.0,0.5002674472368539,0
72460ffb-f96f-4e66-82b3-28deb35147f1,2024-05-17T17:07:43,AU,21,47380.64,basic,2,example.org,13,1261.25,1,1,1,636.0,0.5114721539593613,0
1aba4fed-8c3b-4fe9-8d26-749c0314c132,2023-12-01T09:35:35,CA,33,35931.68,basic,1,example.com,11,897.01,3,1,0,804.0,0.33711073565956057,0
bdae2f56-b8c0-4423-9a35-45a980c9bbc3,2025-11-27T07:18:32,IN,36,,silver,1,example.net,7,545.36,2,1,0,77.0,0.45830938731160803,0
3f32c7eb-6652-4310-84ef-36f839dcf14f,2026-02-08T19:16:51,AU,60,65237.33,silver,1,example.org,4,708.27,0,1,3,4.0,0.5886660598772702,1
02e7646d-1fdc-4d12-a3a2-e7f4111016d9,2025-12-01T22:50:13,AU,41,57766.62,gold,1,example.org,13,1202.53,0,2,0,73.0,0.3608494280108886,0
4e5d2250-bce2-437a-bbf9-e2f4b956ece8,2024-06-07T11:42:58,AU,18,,basic,1,example.net,10,864.25,1,1,0,615.0,0.27782888511551007,0
87f6ece8-c5db-4fbc-9391-2c5d2c86a7c4,2025-07-27T16:16:12,DE,38,133897.26,silver,2,example.com,14,1804.41,0,2,1,200.0,0.28627445204304347,0
527b0ecd-5bcc-4df3-847b-cfef8d6d9881,2023-06-19T20:06:50,US,35,,platinum,1,example.com,6,297.62,1,3,0,969.0,0.5585821849377992,0
222d5a82-0adf-4dda-98b7-7cedfbcfe559,2024-12-07T02:01:59,GB,37,24939.66,basic,2,example.com,11,869.94,0,3,0,432.0,0.4425710404267082,0
b548b349-328a-4447-bb13-ec21ad182d15,2023-11-15T12:27:35,GB,51,82557.99,silver,1,example.com,5,521.06,1,2,0,820.0,0.4589007245316469,0
3ad7774e-8b02-4075-a854-44221227b09a,2023-04-02T16:00:56,KP,47,32718.38,gold,2,example.net,14,1398.54,0,1,0,1047.0,0.375625554319161,0
faa99425-d6ee-4b09-88b2-324479fcfeab,2024-06-11T11:43:33,FR,54,17944.47,silver,1,example.org,9,1011.69,1,1,1,611.0,0.2303692972303773,0
fb59afd8-b5ec-4f4d-b9a7-3a67d5e33fcd,2025-12-14T20:55:22,IN,45,125713.67,silver,2,example.net,14,1270.56,0,1,3,60.0,0.38678465441422333,0
8c9c9613-da6e-4940-a021-fd393824e3fe,2024-10-10T18:33:39,IN,26,43011.07,gold,2,example.com,6,652.67,0,4,0,490.0,0.15815351848231404,0
081457e7-44b4-4d83-b890-97cdc934da12,2025-10-25T09:25:18,US,39,44895.73,basic,2,example.org,11,1207.98,0,3,0,110.0,0.37405697385514125,0
02b7a973-a4ae-4b88-992c-d1922d02b7e5,2025-02-13T03:11:18,BR,19,62056.89,basic,1,example.net,11,925.47,2,1,0,364.0,0.4811310554352089,0
0505b368-442e-4812-9216-a4df5bfeb356,2023-08-01T16:59:10,CA,25,74207.77,basic,2,example.org,13,1178.01,1,1,0,926.0,0.40935323051659694,0
048f439f-7fc5-4f32-8e4f-d40f3024dfcd,2025/10/06 03:30:09,AU,26,106498.03,basic,1,example.com,10,1114.35,2,3,0,365.0,0.3159495631478643,0
918c23d8-a5ec-4754-a450-61bfc581ed49,2025-07-11T09:15:21,GB,28,50338.15,gold,2,example.org,16,1630.25,0,1,1,216.0,0.4739897921510801,0
ab5ccc3f-da5f-407e-9f85-edcad1bad39f,2024-04-07T12:27:38,IN,47,23074.07,silver,0,example.com,6,1140.6100000000001,0,2,0,676.0,0.47565651628959654,0
d66ca7bd-d892-4be5-ba2a-39faf1955ec5,2024-03-02T11:43:09,GB,40,99214.28,basic,2,example.com,8,959.27,1,2,0,712.0,0.460453457261789,0
ad443c28-c0e4-4b5b-aef5-fb835782795a,2024-02-08T01:03:01,AU,18,65539.02,basic,1,example.net,8,1197.03,0,1,0,736.0,0.4371935922940772,0
32272bec-d48b-4b8e-a905-6ad1226f1a16,2024-08-24T12:38:15,FR,41,83454.69,gold,2,example.org,8,357.51,2,1,0,537.0,0.5729516511283933,0
a0e4fe8b-9748-46c4-b8f1-d01ca3370ac6,2024-11-10T12:35:04,BR,23,20386.3,silver,1,example.com,13,1010.5,2,1,0,459.0,0.32550301701310713,0
22a5be51-12d6-416c-b993-dfcfba0ed424,2025-04-21T15:24:26,DE,44,68909.54,silver,2,example.com,11,941.12,1,1,0,297.0,0.34023086253629187,0
74015423-79f9-40ea-90b7-2e4c014393e1,2025-10-25T23:10:54,DE,41,70393.45,basic,2,example.org,5,529.78,0,2,0,110.0,0.5939660424602277,0
6399bc87-7527-4a72-90d1-92715fedaf8e,2024-09-05T01:08:41,IN,29,66967.61,silver,0,example.net,11,1344.94,0,2,0,526.0,0.30022200418685635,0
f8b12a40-d5cb-4e7a-833b-3705b82c83e8,2025-11-18T06:25:22,IN,41,,gold,1,example.net,8,1031.57,0,1,0,86.0,0.5047123394137857,0
fb7a95d8-704d-4c1c-9165-7d5b1616ccaf,Jan 18 2024 05:59:57,US,60,74214.99,silver,1,example.com,10,873.0600000000001,1,1,0,365.0,0.48771152951827335,0
b5ab67f5-3e97-4439-8725-fe7260abdccd,2024-10-12T20:11:38,IN,23,79696.61,platinum,1,example.net,8,743.19,0,1,0,488.0,0.33282357169471427,0
65eb4d0c-0f58-4532-b333-81dc8dfe2d0f,2025-05-13T02:33:28,AU,26,83612.54,basic,1,example.net,10,882.21,0,1,0,275.0,0.6157258027081598,0
f03a5f97-281e-4c3e-9bd9-7035d9504753,2025-08-14T21:21:29,IN,51,35379.53,gold,3,example.net,7,629.74,0,1,1,182.0,0.34100957751092104,0
a5c7736a-d24c-4b2d-b076-bc6d02404e9d,2025-01-30T17:37:51,IN,49,72383.43,silver,0,example.org,11,792.57,0,1,2,378.0,0.3356477768652018,0
d07d2690-a448-4cef-a188-b032afa0242b,2024-08-26T11:08:22,CA,47,,basic,1,example.net,9,1249.24,0,1,0,535.0,0.2517290861829317,0
0cb427fb-9c41-4ae8-8018-094fb7d9d005,2025-01-06T21:16:36,IN,35,37387.92,platinum,1,example.org,10,700.2,0,4,1,402.0,0.6030256155908541,0
705a9721-7671-4340-825f-1a0855a9e8d9,2025-07-16T03:03:50,US,27,35525.69,basic,2,example.com,7,781.21,1,1,0,211.0,0.27801200501587897,0
69d61ed6-65b2-4dba-838e-37efd5134c89,2024-12-14T03:29:48,US,37,70234.56,basic,0,example.net,10,542.01,0,3,0,425.0,0.4024303145442973,0
edb6fd70-991e-4ba0-beef-bba80ea195ab,2023-09-14T09:46:18,GB,41,84815.5,basic,2,example.org,5,335.45,0,1,0,882.0,0.5218460427867114,0
4190c21f-96c1-418d-85fe-189fcbea44f7,2025-02-01T05:11:42,GB,38,103606.02,basic,1,example.org,7,432.74,0,2,0,376.0,0.38739124277644665,0
79fe589e-ea32-49f6-8e52-e547fc929e64,2025-06-15T06:59:35,IN,34,141605.07,silver,0,example.net,6,393.24,0,2,0,242.0,0.39698563222611166,0
80dcda9c-4be1-4b57-bc11-80024352e6c2,2024-07-06T09:03:08,GB,45,34285.27,basic,2,example.org,10,1322.3,0,1,0,586.0,0.5067374056976031,0
f9ababda-a401-4e83-ac81-dfece676c78b,2025-07-10T11:43:50,US,25,74474.17,basic,1,example.net,15,1404.32,0,3,0,217.0,0.3973606517828429,0
69c41444-0bbb-4755-b42a-4e847852206d,2025-10-17T18:21:40,IN,35,81420.01,basic,3,example.com,9,942.9,1,1,0,118.0,0.24072111261411022,0
f336402c-364f-47c6-be2d-7845ac194046,2025-10-23T10:47:11,CA,43,57815.13,silver,3,example.org,5,338.46000000000004,1,1,1,112.0,0.5479382979813272,0
305062b8-99c1-4a53-ace6-efadf28e16e7,2025-08-21T14:45:48,BR,27,14554.58,gold,2,example.net,14,1480.59,1,1,0,175.0,0.4007017608433831,0
94f4455c-1d9e-4574-ab85-9d85ef6d943a,2023-11-02T12:10:09,GB,32,85691.96,basic,2,example.org,5,393.15,0,1,0,833.0,0.34097399071177426,0
476dea4f-ff9d-424e-b9c8-cdcfb717ae61,2023-12-08T02:01:19,FR,40,,gold,1,example.org,9,659.8199999999999,1,4,0,797.0,0.35802226906177315,0
3bfa1d34-6f54-4fd1-8df6-9f1b5dad87a8,2023-10-24T18:12:06,FR,40,71559.52,silver,2,example.com,5,572.56,0,1,0,842.0,0.46938916178693535,0
e0d44e5a-0b9c-47af-9dec-4b718a147b75,2024-02-10T21:56:04,AU,27,,silver,1,example.com,9,950.31,1,3,0,733.0,0.3880276260424531,0
faa82f87-739c-4733-92b8-d7111285051b,2024-04-15T02:50:04,BR,38,25710.89,basic,1,example.com,9,797.21,0,1,0,668.0,0.3419577195794712,0
ad6b2dce-62b0-41e0-9ed0-03677170dcbe,2024-07-19T23:55:24,FR,42,76823.54,silver,1,example.net,10,730.17,0,2,0,573.0,0.47251123945529194,0
878ecc8a-7e34-463c-9768-62c542b8aec1,2025-05-12T10:16:57,BR,50,91614.06,basic,1,example.com,11,993.11,2,1,0,276.0,0.4812315684281574,0
8a181b31-5728-4d68-ab86-39138ff6544e,2023-03-17T03:55:39,CA,21,31865.25,silver,1,example.com,4,549.99,0,1,0,1063.0,0.442920432071786,0
e2bb3b7c-e56f-4105-abfa-9be0c1067e22,2025-11-16T22:05:50,DE,44,75413.58,gold,1,example.net,8,650.01,0,1,0,88.0,0.2067508964570263,0
c43e6842-8a92-457f-933c-8e9cc7b3fb46,2023-03-15T01:21:50,CA,44,175581.94,platinum,2,example.org,7,565.2,2,3,0,1066.0,0.20066643664467881,0
3189d841-bfcd-4e8e-82c3-2d82414c8e2f,2023-04-09T11:00:10,BR,44,,basic,1,example.com,19,2108.7,1,1,0,1040.0,0.38028109925709613,0
a726233c-b635-45ef-a7ea-6d27576c889d,2024-02-18T04:00:01,US,49,79541.74,gold,1,example.com,8,395.53,1,1,0,725.0,0.40637365917289503,0
dab296bb-3d0a-48b2-b009-c53d434bff61,2025-08-16T04:32:23,US,34,82769.08,gold,3,example.org,6,748.35,0,2,0,180.0,0.2957184490942845,0
ae629b06-ab0a-4518-88b2-acd44fe1e2c9,2026-02-12T23:30:36,IN,28,52895.44,silver,1,example.org,11,1090.65,0,3,11,0.0,0.43649054516879643,1
abaadd8c-df78-40cf-836b-ec085bd1698c,2025-12-19T20:51:34,BR,32,62456.22,silver,1,example.org,14,1489.96,0,1,3,55.0,0.48306227673716956,0
a3895d7b-25a9-4fda-8c67-1fb764596046,2023-07-01T15:55:19,GB,65,3982.04,basic,1,example.net,8,898.74,0,1,0,957.0,0.35986094323065815,0
532444b5-3a0d-4332-9eb0-65a43299b86f,2023-11-21T03:09:58,CA,46,11618.52,basic,1,example.org,8,1089.74,0,2,0,814.0,0.44177408867184503,0
01ff718b-a0a9-4277-8ae6-3751e65302db,2026-01-05T10:11:10,US,32,92668.52,silver,2,example.net,10,1210.9299999999998,0,1,2,38.0,0.36245267859661856,0
85f58295-61f7-4ebd-a521-086867b2f5da,2025-02-24T13:02:42,DE,38,27667.66,silver,2,example.org,15,1260.56,3,1,2,353.0,0.46658076826367767,0
9a6703d7-c5de-4693-9c4e-31cab4f08117,2023-05-07T15:09:16,AU,29,80387.93,gold,2,example.net,8,537.71,0,1,0,1012.0,0.3976149375891837,0
83f002a8-5be1-4e6c-980f-a39cc1d59170,2024-12-02T05:50:46,DE,29,66493.76,gold,3,example.org,9,905.06,3,2,0,437.0,0.2776790932650272,0
567c1598-df37-450c-b3a5-d5111a067afe,2024-02-28T19:10:06,DE,38,40451.99,gold,2,example.net,12,727.4200000000001,0,2,0,715.0,0.490041959293618,0
5554588c-97a3-4b03-9e40-e648910d83ff,2025/01/22 21:16:48,US,63,79017.57,silver,2,example.org,15,1418.67,1,1,0,365.0,0.21939511257861835,0
6247c2fe-00d3-48f5-960e-e279267595c6,2024-06-02T09:08:24,US,18,65593.63,silver,1,example.com,6,527.0899999999999,0,1,0,620.0,0.4292752222031491,0
f4325fcd-e83c-47cf-952f-0cc71fac6db2,2023-08-25T08:34:36,BR,30,85573.0,basic,1,example.com,14,975.61,0,1,0,902.0,0.385733549731804,0
1d550f60-7af5-4f9d-b1b5-a3a6c74bbac9,2024-06-04T15:04:41,BR,28,56557.91,basic,1,example.com,12,1095.02,1,1,0,618.0,0.378565349627654,0
c63ad622-384d-4dde-9c8c-8eb84885ab07,2025-10-06T09:09:21,CA,44,85972.66,silver,1,example.net,12,978.61,0,1,1,129.0,0.45576910013731187,0
5a3ab3de-8dea-449a-b0b8-31bcd5910c24,2024-04-03T15:02:30,US,23,49964.96,basic,1,example.com,8,199.08,1,1,0,680.0,0.29717433163448426,0
87c0d630-fe81-4e4c-b752-1d788711abe0,2023-10-03T18:49:44,US,32,40400.12,silver,1,example.net,11,1316.24,2,2,0,863.0,0.5107695962607723,0
2d60d6cb-ad9b-4e9d-bec8-ed50968f3445,2023-02-24T11:36:02,BR,59,72149.45,silver,1,example.com,11,769.74,0,1,0,1084.0,0.33459937636227466,0
d72c6ad7-b909-45cd-b8cd-4ef106168ab0,2024-10-13T16:16:41,BR,22,87535.86,basic,0,example.com,9,982.28,1,1,0,487.0,0.6575497328068424,0
03373066-88b0-49e9-802b-d5f35165b4e7,2024-06-18T10:25:31,CA,63,90973.96,basic,1,example.net,11,1316.27,0,4,0,604.0,0.47921811218739435,0
d1f18963-4bef-4f21-aaba-45503b1e8ad8,2023-11-06T22:55:04,GB,19,45472.98,basic,2,example.com,3,155.14,0,1,0,829.0,0.33666555835588124,0
d055f575-a595-4323-91e5-35b45844a901,2026-02-09T09:21:01,DE,53,38769.92,basic,1,example.com,5,538.8199999999999,0,1,5,3.0,0.27906808678727646,0
c6fea7e2-55f4-41ec-a291-e6039f3ef1be,2023-11-15T19:53:12,AU,43,83239.02,silver,2,example.net,13,752.27,0,1,0,820.0,0.4960141595371209,0
1cd2bec2-f47c-4368-8e62-7db61d28c685,Sep 22 2024 12:25:07,IN,26,58214.24,silver,1,example.com,11,1310.97,2,1,0,365.0,0.5480294738598246,0
f86b5407-8e32-4aba-8386-dfd9e6b7de94,2025-04-17T07:16:06,BR,18,29268.37,basic,1,example.org,8,752.06,1,3,0,301.0,0.3331530230390484,0
c63b9877-7ffa-41af-8683-80b57467c770,2024-03-14T18:50:39,IN,34,22566.5,basic,1,example.com,11,1164.53,0,1,0,700.0,0.5840586072854272,0
89ccb55d-3ace-4c61-9e02-2ccff9f0fd60,2023-04-04T05:35:34,AU,57,17095.76,basic,1,example.org,9,767.66,0,1,0,1045.0,0.3036971456282877,0
7dfb4d34-fe4e-4b23-a6ab-1490c4e77db9,2025-01-12T06:53:26,IN,32,63922.22,silver,2,example.net,8,904.46,1,1,0,396.0,0.3614236754134477,0
6535142d-0f43-4c4c-ab3e-015de7be0322,2023-12-21T22:00:17,US,55,16924.14,platinum,1,example.org,9,781.64,1,4,0,784.0,0.27769147322135107,0
92233fd9-5902-4aab-9dee-deeff7e79c16,2023-11-17T00:08:55,GB,51,60306.99,basic,2,example.com,10,1032.3,1,1,0,819.0,0.43102256492171076,0
351e22de-8b9a-4eeb-9743-46a73a2482bf,2024-08-05T04:15:03,CA,26,,silver,1,example.com,10,983.48,0,1,0,556.0,0.36157483625571746,0
8f287961-1dea-46f2-9013-491581b99384,2023-05-17T16:40:48,GB,40,41993.49,gold,2,example.net,49,8816.03,0,1,0,1002.0,0.4223727676657143,0
97470aaf-251d-4bfc-aa1a-41b5f322c1bd,2024-11-27T13:10:06,BR,38,48440.59,basic,0,example.com,15,1568.3,1,2,1,442.0,0.49459471079748885,0
981e3547-3d47-4b6c-b177-a70874a44c24,2024-01-05T04:13:56,AU,39,79863.92,basic,0,example.org,9,539.02,3,1,0,769.0,0.47114455870092414,0
945f7afd-1c73-4593-bb01-daf9573fbd2c,2024-12-12T08:17:19,BR,57,22865.54,basic,0,example.org,7,997.6400000000001,0,1,0,427.0,0.3428117254599776,0
b245bcc3-f1c1-4293-a8a1-a082c2418aa3,2023-11-30T08:07:37,FR,63,1437.37,basic,2,example.org,10,946.35,0,1,0,805.0,0.4242063627024485,0
24570dcd-e3fb-404a-aa57-a63cab95ca1e,2023-08-03T21:02:09,CA,36,77649.52,silver,1,example.com,10,1196.03,0,1,0,924.0,0.5562537203176435,0
5e2bc120-96d1-48f1-9452-387804fc8bb5,2023-12-29T11:58:51,CA,41,41319.01,silver,1,example.com,9,690.54,0,1,0,776.0,0.4218500523205284,0
e209e617-ea94-4466-800f-9236957d94d7,2023-05-02T08:29:16,BR,35,45209.97,silver,1,example.net,8,230.54,0,3,0,1017.0,0.34926726863278845,0
33fe988c-abe6-41cb-8549-d547e48aa7cc,2024-11-20T14:30:57,DE,30,85488.06,basic,1,example.net,6,691.61,1,3,0,449.0,0.3580405670768971,0
f48e1fc7-7637-4ae4-bf99-f5c22297a690,2023-07-26T14:40:11,IN,42,39212.71,basic,1,example.org,7,351.83,1,4,0,932.0,0.2945561806076546,0
8e5005e4-8904-4692-88ef-1c2ad522b979,2025.06.30 20:37:45,DE,48,,gold,1,example.net,16,862.97,2,2,0,365.0,0.3734845241289097,0
d9357028-2ff2-472d-b454-14bfd504801b,2024-04-29T09:31:59,BR,47,78888.87,gold,2,example.org,14,1004.12,3,1,0,654.0,0.3358516882416934,0
2083c9d2-e3ee-4ea5-9e7a-ce0ee42720e0,2024-11-29T15:23:29,AU,28,43194.57,silver,2,example.com,11,1216.08,0,1,0,440.0,0.38482433110800307,0
207e08cf-c6de-4e68-8ca1-45aaad104717,2023-03-13T16:49:48,CA,46,78311.11,gold,2,example.net,21,1885.83,0,2,0,1067.0,0.3066596352110384,0
f13389a4-36d9-410d-8b97-c90868d2ec0d,2024-11-17T16:23:24,FR,37,63519.82,basic,1,example.com,10,1116.85,1,1,0,452.0,0.46629946366553343,0
8da7be9e-d484-4eb0-b346-0df1c653ec8c,2024-11-05T18:22:55,CA,53,42252.86,gold,1,example.com,9,1002.3199999999999,0,1,0,464.0,0.4455339542174245,0
a0664a76-7f67-4356-9da0-0e6de3c0c6b5,2023-08-31T05:19:29,CA,44,53934.22,gold,1,example.org,11,721.8000000000001,0,1,1,896.0,0.264524142957427,0
0da08fc2-40bc-4308-891f-17fa5c3a9206,2024-07-12T08:38:55,FR,35,92963.31,basic,0,example.org,10,917.3,1,1,0,580.0,0.4440129909359455,0
be093cc3-1e32-4632-bad6-9ea96b188402,2025-09-10T04:42:04,IN,47,84405.29,gold,1,example.net,7,826.61,2,2,0,155.0,0.601837136444401,0
a463c739-2502-4c75-ae59-010e76e3a7d5,2025-12-15T00:40:22,KP,53,60630.12,basic,2,example.com,11,1174.23,2,2,1,60.0,0.4460519991743416,0
fc99dbc6-8a44-4225-acc2-c45e15c1ed17,2023-06-20T09:04:36,FR,46,,basic,0,example.net,13,979.23,0,1,0,968.0,0.3716378657384319,0
bb79586d-acba-41b2-9757-66971ce0ad22,2025-09-22T22:39:14,AU,41,56095.71,silver,1,example.net,6,589.05,0,1,0,143.0,0.29192626636598495,0
