login_id,user_id,login_time,ip_address,device_type,success
e9c620a5-5ee3-4db8-8904-ee62f1daa6a4,6b269105-400c-4438-9216-cbf461be432c,2023-03-21T03:54:27,87.246.67.127,desktop,1
e3ceca95-ef9c-42a9-8871-9881424ba087,6b269105-400c-4438-9216-cbf461be432c,2025-08-22T14:36:30,193.162.139.141,mobile,1
60881165-f549-4ca6-a75f-2a64a36dc8e6,6b269105-400c-4438-9216-cbf461be432c,2024-02-15T12:36:29,198.39.189.20,,0
024ccd87-aacc-4118-b54d-1a436f8eb309,6b269105-400c-4438-9216-cbf461be432c,2024-10-14T07:05:36,153.44.30.41,desktop,1
44100a40-d8d7-4010-9b92-ac86eb3a9cb2,0cb0a0c9-2034-4233-8dd3-48f204a85a63,2025-08-09T05:15:46,220.126.64.170,smart_tv,1
c36dc334-8750-452c-87e8-edc3aff066bc,0cb0a0c9-2034-4233-8dd3-48f204a85a63,2026-01-19T06:26:56,117.23.10.46,smart_tv,1
30b6c4d3-484b-4347-b59e-f9f5801e33a3,0cb0a0c9-2034-4233-8dd3-48f204a85a63,2024-09-02T03:38:03,136.21.203.156,desktop,1
b3a4b450-299f-4b43-b7dd-efe1f5990644,0cb0a0c9-2034-4233-8dd3-48f204a85a63,2024-08-18T21:14:34,207.34.215.71,tablet,1
271fa1f7-9b05-4367-a31c-ffbaf14cb9ae,0cb0a0c9-2034-4233-8dd3-48f204a85a63,2025-08-25T02:04:09,256.256.256.256,iot,1
08ddea66-57ee-4079-8f9d-1c6b56229e08,0cb0a0c9-2034-4233-8dd3-48f204a85a63,2024-12-31T17:25:16,162.139.123.84,smart_tv,1
f184f716-8de2-4b90-9445-c03f39225a89,0cb0a0c9-2034-4233-8dd3-48f204a85a63,2025-12-18T20:53:30,65.164.22.233,iot,1
fb81b0f3-d45c-4d73-83ae-72b4c0cd720a,ee964514-7f4b-4ad3-8d25-ea7d602b1c01,2024-06-06T15:38:15,194.156.184.198,smart_tv,1
29677c60-a04c-44ae-bb89-940c1c223c72,ee964514-7f4b-4ad3-8d25-ea7d602b1c01,2023-03-15T20:12:02,204.161.83.122,tablet,1
73d2cb2a-8319-4ec6-bf70-1fce7b5580c9,ee964514-7f4b-4ad3-8d25-ea7d602b1c01,2024-10-31T21:16:36,40.90.230.12,iot,1
54004255-6517-48e4-a3da-0fa0f58f0055,ee964514-7f4b-4ad3-8d25-ea7d602b1c01,2026-01-25T21:46:21,201.110.183.93,mobile,1
13b6d54e-721f-4fee-a844-ad468b5bf942,ee964514-7f4b-4ad3-8d25-ea7d602b1c01,2023-09-05T18:32:51,197.48.12.116,desktop,1
06e1c556-d9a3-4bc8-9dfc-5e72b254e9f9,ee964514-7f4b-4ad3-8d25-ea7d602b1c01,2023-09-13T17:49:38,56.50.231.133,tablet,1
e29c2415-4e5b-477a-814f-8744f9e63a69,ee964514-7f4b-4ad3-8d25-ea7d602b1c01,2025-06-06T11:51:26,210.167.162.202,iot,1
58d451f5-8643-40b0-86fd-e08e7099b024,ee964514-7f4b-4ad3-8d25-ea7d602b1c01,2025-12-03T19:58:37,211.79.53.216,tablet,1
21b71d3e-a5f8-4e20-9f31-be4d8d0140f1,ee964514-7f4b-4ad3-8d25-ea7d602b1c01,2023-06-14T21:51:04,212.137.234.94,tablet,1
2ab694f0-d1fe-4eb4-9f79-ef2138c41b11,ee964514-7f4b-4ad3-8d25-ea7d602b1c01,2023-12-19T20:39:49,95.161.181.254,desktop,1
a092044a-c508-4e90-b135-07a303bf6f96,ee964514-7f4b-4ad3-8d25-ea7d602b1c01,2025-08-26T19:57:28,119.219.73.144,desktop,1
db80fdff-d7a3-43b2-aa1e-0dc5fa663ce1,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-07-03T22:36:03,132.226.78.156,iot,1
40b7b123-25a0-4149-980f-4a7ab5e62bd9,30696ab6-bf86-4610-bd0c-44bcaff5460a,2023-10-01T18:51:58,148.17.198.143,mobile,1
6c72ef6d-62c2-48ff-b5eb-aec2562115ad,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-01-07T13:20:35,162.224.124.182,desktop,1
155c2d9a-9642-4b28-bb3a-49da9032fdc4,30696ab6-bf86-4610-bd0c-44bcaff5460a,2024-01-06T17:05:51,34.3.72.220,tablet,1
81516b73-042b-48bb-864f-5506674fb6f0,30696ab6-bf86-4610-bd0c-44bcaff5460a,2023-06-21T18:52:59,172.125.240.203,smart_tv,0
525125d9-d7db-4dda-b81d-b575d376d601,30696ab6-bf86-4610-bd0c-44bcaff5460a,2026-02-07T12:14:24,205.68.97.17,tablet,1
18b05f7b-61a8-468d-8ab9-8b4980ea0341,30696ab6-bf86-4610-bd0c-44bcaff5460a,2024-09-07T01:13:19,169.49.94.78,smart_tv,1
efc4ff1f-ff2f-4953-aa85-261251ebb659,30696ab6-bf86-4610-bd0c-44bcaff5460a,2024-12-08T11:43:08,212.224.4.193,smart_tv,1
9ccd626f-6dc3-4fdd-b3ef-1548b8d08405,30696ab6-bf86-4610-bd0c-44bcaff5460a,2023-10-08T08:55:39,141.226.162.233,iot,1
90aded69-fbce-432c-921b-96a094f32c94,30696ab6-bf86-4610-bd0c-44bcaff5460a,2023-03-17T16:21:40,72.25.228.10,desktop,1
05e0a1c4-7078-4a57-b89e-528eb3553db5,30696ab6-bf86-4610-bd0c-44bcaff5460a,2023-12-03T13:33:26,133.226.213.121,mobile,1
94b4b87d-3dc2-42f4-9e57-d51d7f259e8c,30696ab6-bf86-4610-bd0c-44bcaff5460a,2024/03/01 06:39:35,201.222.64.183,smart_tv,1
9722c087-f9fc-4176-af4b-7f25be03d627,30696ab6-bf86-4610-bd0c-44bcaff5460a,2025-05-09T21:14:29,153.152.166.244,desktop,1
dec6342d-9287-4057-9b30-a70839a70aeb,0221aa40-354f-4db6-aed6-7a42432f368b,2025-11-19T23:54:01,145.253.66.141,desktop,1
e3c75828-2b02-404f-8dac-031e9d074cc6,0221aa40-354f-4db6-aed6-7a42432f368b,2026-01-02T07:15:10,51.241.2.194,tablet,1
f03dfa10-9eeb-47b9-b59f-d3c95f037bea,0221aa40-354f-4db6-aed6-7a42432f368b,2023-08-13T20:52:49,15.231.20.90,desktop,1
8f63b0ec-230c-4da8-80e9-4198664d3f5a,0221aa40-354f-4db6-aed6-7a42432f368b,2024-06-02T07:46:48,145.99.27.0,desktop,1
116d6433-842e-475c-8f6e-24d63e887e38,0221aa40-354f-4db6-aed6-7a42432f368b,2025-07-26T08:23:59,220.65.233.94,smart_tv,1
cfa0a719-83d9-4cc0-9205-5cff78893d92,0221aa40-354f-4db6-aed6-7a42432f368b,2024-05-28T18:25:03,210.14.120.24,tablet,1
4a9b6fd4-a3f2-442c-8e77-c6d0290f600c,0221aa40-354f-4db6-aed6-7a42432f368b,2024-06-19T18:44:26,14.6.70.61,iot,1
a74c1362-c317-47c7-81f4-61bd0e58a5a1,0221aa40-354f-4db6-aed6-7a42432f368b,2024-11-17T09:43:08,187.69.168.203,smart_tv,1
413a48c4-417e-4732-b4a7-3c9819ca6baa,ed3992ed-e9f5-4d82-bcfe-8aa2f420d716,2024-04-24T19:02:10,84.166.206.229,smart_tv,1
a576c3ff-896b-46ac-ba08-11368ea62ac9,ed3992ed-e9f5-4d82-bcfe-8aa2f420d716,2024-05-28T20:21:32,102.74.98.58,,1
1b77231e-1779-4d85-a768-71f55cc3e9ce,ed3992ed-e9f5-4d82-bcfe-8aa2f420d716,2023-10-07T03:24:44,148.31.255.12,mobile,1
6258783e-0325-4ca4-bc68-683dcfa5285b,ed3992ed-e9f5-4d82-bcfe-8aa2f420d716,2023-06-27T08:54:22,186.134.25.24,smart_tv,0
a214e433-dc6f-4db2-ac59-681fc87b3965,ed3992ed-e9f5-4d82-bcfe-8aa2f420d716,2023-10-05T14:17:15,194.238.59.120,tablet,1
8b5a8c3a-67b8-47c7-9018-be780ad3d404,ed3992ed-e9f5-4d82-bcfe-8aa2f420d716,2024-10-20T18:16:25,141.148.71.36,desktop,1
f5e2f448-066c-42f9-8bbb-a6edae279f6c,ed3992ed-e9f5-4d82-bcfe-8aa2f420d716,2024-09-13T02:13:12,36.201.235.110,smart_tv,1
d032eba0-d2af-4efc-b570-262c88d95478,ed3992ed-e9f5-4d82-bcfe-8aa2f420d716,2024-11-03T05:56:09,221.237.52.57,mobile,1
0550a9f2-6c30-4872-808b-fd1c5c32e0a4,ed3992ed-e9f5-4d82-bcfe-8aa2f420d716,2024-01-27T13:29:25,131.45.160.10,tablet,1
1e5376b8-323e-4f5f-a03c-95ce3a4b729a,ed3992ed-e9f5-4d82-bcfe-8aa2f420d716,2025-07-11T22:08:35,145.144.5.213,smart_tv,1
980f2295-6def-4ad0-89b4-076ca0562ab2,ed3992ed-e9f5-4d82-bcfe-8aa2f420d716,2024-05-19T22:02:52,122.157.112.131,mobile,1
296bd9d6-dbc0-4d71-9835-3859360f9c94,ed3992ed-e9f5-4d82-bcfe-8aa2f420d716,2024-11-22T02:50:45,50.62.11.125,mobile,1
f2c9c096-28ed-4a8c-bfac-8a674e5e07ba,ed3992ed-e9f5-4d82-bcfe-8aa2f420d716,2023-03-04T21:42:01,198.123.27.87,mobile,1
c4ea6a93-5bc6-4936-a780-d8c42fc5aac9,1f9470b5-ae2d-4c6d-b3ec-55014216e9eb,2023-12-21T22:42:06,130.128.242.51,smart_tv,1
3607293a-28d4-457c-9cc5-7b521dbbe657,1f9470b5-ae2d-4c6d-b3ec-55014216e9eb,2024-02-18T01:05:24,70.22.113.107,desktop,1
9265c394-9c6b-431e-abd7-cc786e286a31,1f9470b5-ae2d-4c6d-b3ec-55014216e9eb,2025-08-10T15:27:27,184.202.32.46,tablet,1
6d7b68be-7727-4108-8013-50b3e6c2d46e,1f9470b5-ae2d-4c6d-b3ec-55014216e9eb,2024-01-26T21:52:46,148.11.13.188,iot,0
c2df264b-e461-4ebe-8fa1-52dfa70f966e,1f9470b5-ae2d-4c6d-b3ec-55014216e9eb,2024-08-07T10:44:24,119.69.247.128,smart_tv,1
ab079ce3-aa59-46c6-a115-75e6e20a0b5f,2f242af1-edd4-4aaa-982a-bb79d6843adf,2024-08-06T22:03:55,199.62.41.214,iot,1
8b9bfe12-b200-47d5-901e-fe621bf94524,2f242af1-edd4-4aaa-982a-bb79d6843adf,2025-08-25T03:15:01,215.43.32.41,desktop,1
2f5722c2-3ca2-41c6-8e42-38a5fded649d,2f242af1-edd4-4aaa-982a-bb79d6843adf,2023-04-06T18:33:52,84.169.184.245,mobile,1
2feb31e7-c74b-4ca1-92e0-60c65c6d736f,2f242af1-edd4-4aaa-982a-bb79d6843adf,2025-09-14T04:50:09,213.114.53.89,desktop,1
eef5a6bf-16b5-4d00-a590-5a16654fee29,2f242af1-edd4-4aaa-982a-bb79d6843adf,2023-05-20T19:15:16,197.121.187.142,mobile,1
2a0413a0-17b1-4814-a0d7-10a34683aab3,2f242af1-edd4-4aaa-982a-bb79d6843adf,2025-07-26T15:06:59,198.70.184.6,tablet,1
29cbe5d2-ff5f-46e3-8283-17602a28f832,2f242af1-edd4-4aaa-982a-bb79d6843adf,2023-11-24T21:44:02,83.121.125.43,smart_tv,1
991b8964-2c98-4842-8f7f-4d071cb6deea,8da002c7-e210-4b75-9472-b9de8e450a9a,2023-05-06T14:03:33,188.37.83.152,iot,1
d351d041-340f-4ce6-abb4-34597b7b4434,8da002c7-e210-4b75-9472-b9de8e450a9a,2023-12-06T02:36:25,3.215.192.27,mobile,0
f16985cf-e93f-4a9b-985c-57ca3350484a,8da002c7-e210-4b75-9472-b9de8e450a9a,2023-06-24T17:44:07,166.156.218.21,iot,1
74359816-376c-484f-a762-c9158cbe2c48,8da002c7-e210-4b75-9472-b9de8e450a9a,2025-01-11T05:29:15,215.178.94.57,desktop,1
35a30df9-8ceb-4820-a233-0ac0b7382bc5,8da002c7-e210-4b75-9472-b9de8e450a9a,2024-11-07T13:27:01,216.250.50.99,mobile,1
be9fda3b-9582-46f2-af7c-97588d73d47b,8da002c7-e210-4b75-9472-b9de8e450a9a,2024-02-01T02:02:50,210.240.5.61,iot,1
11c955a2-e265-43fa-95a1-5eceaa977b2f,8da002c7-e210-4b75-9472-b9de8e450a9a,2023-11-29T10:11:35,187.75.218.253,tablet,1
a062bbf3-60d2-468c-b472-2d3f116f0aee,8da002c7-e210-4b75-9472-b9de8e450a9a,Oct 17 2024 08:05:08,45.45.82.111,tablet,1
ec05c59f-e271-4afb-a598-6d13640b6b07,8da002c7-e210-4b75-9472-b9de8e450a9a,2025-03-15T20:20:42,12.123.109.58,mobile,1
9c0f8f6c-ef00-435e-9ffa-bbdc1f2c4196,893baadd-0739-4598-bc33-c14343ce52a4,2023-10-04T04:10:52,220.82.105.209,tablet,1
5192c2a8-b25e-417e-a68b-4ababa41cb23,893baadd-0739-4598-bc33-c14343ce52a4,2023-09-07T06:22:17,98.129.194.96,tablet,1
b9730b25-2be4-46f7-ad17-6d438bc02c28,893baadd-0739-4598-bc33-c14343ce52a4,2025-05-26T15:25:08,180.237.143.38,mobile,1
21fb93be-8f11-4194-82c7-a3069db230e3,503a6a12-2a1f-4ced-8ffe-ed3f3e961604,2025-08-30T07:40:18,5.192.18.66,iot,1
b860d230-4077-4b59-9f60-0bf13f960457,503a6a12-2a1f-4ced-8ffe-ed3f3e961604,2025-11-13T19:17:53,173.103.242.85,tablet,1
e8310fa8-4481-4742-9112-970720b26626,503a6a12-2a1f-4ced-8ffe-ed3f3e961604,2025-06-17T01:05:10,91.19.248.207,iot,1
92b5feb4-8619-4891-9bd7-9736e73805bc,503a6a12-2a1f-4ced-8ffe-ed3f3e961604,2023-08-12T06:34:15Z,174.104.131.142,tablet,1
46d3d330-ba77-4d43-8712-e7a513b3ef8f,503a6a12-2a1f-4ced-8ffe-ed3f3e961604,2023-07-24T17:58:24,47.101.96.24,mobile,1
7cf6ff9e-33d0-4d80-a7ed-17940aaa4459,503a6a12-2a1f-4ced-8ffe-ed3f3e961604,2023-03-03T12:52:18,129.212.91.106,desktop,0
f69a3523-fbb9-4ac3-8d39-f72f888033d7,503a6a12-2a1f-4ced-8ffe-ed3f3e961604,2024-07-19T04:28:54,216.127.158.246,iot,1
9f2d2e73-f330-4275-84c8-1bbb70c9116e,503a6a12-2a1f-4ced-8ffe-ed3f3e961604,2023-06-23T00:18:40Z,221.206.161.207,mobile,1
47610301-e27e-4efa-81a2-2b2ac8c94282,503a6a12-2a1f-4ced-8ffe-ed3f3e961604,2023-10-03T17:24:49,186.173.254.120,tablet,1
e0178374-5310-4e18-8899-3c5d9177acad,503a6a12-2a1f-4ced-8ffe-ed3f3e961604,2023-04-12T14:32:26,131.37.4.152,desktop,0
cf0899bb-d8a4-4cdd-b6f4-f7f4f3356e5c,503a6a12-2a1f-4ced-8ffe-ed3f3e961604,2025-01-24T01:38:30,196.198.150.3,mobile,1
5c071612-b555-4612-b034-b1f6a38e56d6,c20477f2-105a-4b9a-8ef2-09ff570e430c,2024-01-01T12:12:34,145.168.196.66,smart_tv,1
0a6d379e-0d57-4df0-a482-483139a86a5d,c20477f2-105a-4b9a-8ef2-09ff570e430c,2024-09-15T14:42:51,179.126.112.157,,1
d259c31a-50f0-4b03-b6e1-8ce9ad03344b,c20477f2-105a-4b9a-8ef2-09ff570e430c,2025-02-28T17:19:23,211.141.253.128,smart_tv,1
0989050a-7a94-49ff-82b7-30ee309aa633,c20477f2-105a-4b9a-8ef2-09ff570e430c,2023-10-11T23:00:16,not_an_ip,,1
a210dded-6b7f-41fb-bd71-0c31079028bf,c20477f2-105a-4b9a-8ef2-09ff570e430c,2023-04-12T14:01:58,47.71.245.240,tablet,1
0b24c828-f53b-41e0-a46f-8a06891fdffc,f19f61cb-fa7e-4fa7-9b43-4f6310588443,2023-04-26T12:15:40,110.121.19.70,mobile,1
b72c403b-f54a-4f5b-b990-3d8ac659cfdc,f19f61cb-fa7e-4fa7-9b43-4f6310588443,2024-04-17T18:46:15,81.43.73.33,iot,1
6c633122-3a4e-4648-af61-b8603e8849c6,f19f61cb-fa7e-4fa7-9b43-4f6310588443,2024-08-08T22:19:19,27.31.207.122,mobile,1
3cc3687e-d843-4cdb-abd0-5df38ae3acb3,f19f61cb-fa7e-4fa7-9b43-4f6310588443,2025-01-11T05:22:15,204.6.92.229,tablet,1
cb80a0d0-37d1-407e-9896-9ff0097539f3,f19f61cb-fa7e-4fa7-9b43-4f6310588443,2023-05-27T14:58:38,197.232.51.85,smart_tv,1
66004c1b-9afd-4d66-b531-2c26dfde8486,f19f61cb-fa7e-4fa7-9b43-4f6310588443,2025-05-03T04:43:50,218.21.102.204,mobile,1
06b8d910-29e4-4752-9a02-34fb5d8e9ce9,ec32b0ad-d05e-4312-b992-cd17e48d2747,2025-03-01T00:44:16,93.34.67.163,tablet,1
15ccb87d-ce1f-4104-b166-43b97140060f,ec32b0ad-d05e-4312-b992-cd17e48d2747,2023-07-18T18:29:36,59.99.21.65,smart_tv,1
36704347-b0f8-4044-8200-015d2cbab633,ec32b0ad-d05e-4312-b992-cd17e48d2747,2024-02-14T09:22:10,12.157.166.39,smart_tv,1
ae486100-abf0-4775-8020-bc4acd340821,ec32b0ad-d05e-4312-b992-cd17e48d2747,2023-08-19T10:15:36,62.83.59.188,smart_tv,0
adbcf554-572d-4a48-a012-ca10e949edf9,ec32b0ad-d05e-4312-b992-cd17e48d2747,2024-11-13T08:08:45,167.143.163.184,smart_tv,1
456906b2-2223-4f7f-9ca8-d9b995b83fb5,ec32b0ad-d05e-4312-b992-cd17e48d2747,2023-06-13T05:12:30,50.154.38.99,smart_tv,1
a5c1e6bf-b14f-4883-8052-60c9d2489b1e,ec32b0ad-d05e-4312-b992-cd17e48d2747,2025-08-16T16:19:28,205.44.51.175,smart_tv,1
28bbe775-c7eb-48b6-bcb8-5a79c89070f4,ec32b0ad-d05e-4312-b992-cd17e48d2747,2025-06-11T19:47:34,109.94.239.54,smart_tv,1
c9df6f1f-fe6b-41c1-b32f-2a0442b710ec,92faa3f7-6b87-4fdf-822a-344b8df16aaf,2024-06-23T07:13:59,216.60.32.17,desktop,1
40474ac2-32e9-43cc-a430-efe3c372d330,92faa3f7-6b87-4fdf-822a-344b8df16aaf,2025-02-09T06:29:37,128.222.47.45,tablet,1
4931b80b-848f-48e2-8cb9-2e9ebda5e93b,92faa3f7-6b87-4fdf-822a-344b8df16aaf,2025-08-08T08:12:50,191.127.213.186,smart_tv,1
0bedfbd2-6709-4bf8-ad4b-0c234b6c22aa,92faa3f7-6b87-4fdf-822a-344b8df16aaf,2023-06-16T21:57:48,204.42.115.16,desktop,1
31d5782c-2ac3-4614-9bec-69ea7f6cf790,405b34cd-f22d-4b0b-9252-ab7521e3debe,2023-07-25T10:01:55,162.68.33.25,iot,1
ffbd9215-27e2-479d-b109-e1e7008c540b,405b34cd-f22d-4b0b-9252-ab7521e3debe,2024-03-10T17:53:43,91.144.236.198,smart_tv,1
208ade17-c238-4d93-a231-5721ec959312,405b34cd-f22d-4b0b-9252-ab7521e3debe,2024-03-13T04:25:14,not_an_ip,iot,1
a8f5f50c-b3f1-468a-9505-92c1f37f1214,405b34cd-f22d-4b0b-9252-ab7521e3debe,2025-05-08T23:25:55,3.130.216.77,tablet,1
c59a807e-8064-4a14-96b6-8357eb4f11fb,405b34cd-f22d-4b0b-9252-ab7521e3debe,2025-01-13T05:36:52,171.204.13.67,iot,1
a9b12224-7f5a-43f7-aa58-98ea58edc709,73325bd6-a72a-42fd-ae64-d2559433fe65,2026-01-30T04:47:29,219.41.189.26,smart_tv,1
679dd932-9af1-419d-9559-eb7b3c0089de,73325bd6-a72a-42fd-ae64-d2559433fe65,2025-10-13T08:30:17,184.215.4.56,smart_tv,1
564e3b69-6a5b-4399-a331-add76e2eca6e,73325bd6-a72a-42fd-ae64-d2559433fe65,2024-01-18T07:00:55,53.248.53.94,smart_tv,1
49245838-4431-44ce-ae97-a72a342a5d3a,73325bd6-a72a-42fd-ae64-d2559433fe65,2025-08-15T09:05:50,119.71.203.24,iot,1
9d146048-06aa-45ff-a350-92ba58f4c40f,73325bd6-a72a-42fd-ae64-d2559433fe65,2024-10-26T06:20:05,128.136.143.4,smart_tv,1
f8fb7311-36a9-4c57-9997-eee9456c88d9,73325bd6-a72a-42fd-ae64-d2559433fe65,2024-08-13T01:04:39,212.206.170.108,desktop,1
bcd6d911-327b-45d2-ba38-d4fb195be175,73325bd6-a72a-42fd-ae64-d2559433fe65,2024-09-08T15:01:38,181.52.19.59,iot,1
680d6ecc-c7ee-4994-ab9c-095f205d099e,73325bd6-a72a-42fd-ae64-d2559433fe65,2024-01-12T01:42:27,146.220.205.135,iot,1
ad1b1531-9ed3-4254-a0a5-e89c66b43580,73325bd6-a72a-42fd-ae64-d2559433fe65,2023-03-02T10:41:30,71.230.95.32,smart_tv,1
9b92a5a1-5bc0-4a32-a89b-d651bc88cd8f,73325bd6-a72a-42fd-ae64-d2559433fe65,2023-04-12T15:29:34,150.139.90.187,iot,0
d3b0e8cd-3436-4268-9048-9ae108ff4042,73325bd6-a72a-42fd-ae64-d2559433fe65,2025-02-05T19:31:13,72.208.98.113,desktop,1
a1889557-4004-4886-b293-cf12c7276491,73325bd6-a72a-42fd-ae64-d2559433fe65,2024-03-03T02:26:28,162.123.8.22,tablet,1
ed4ce595-4038-45ed-9bd8-912c89c2e29f,73325bd6-a72a-42fd-ae64-d2559433fe65,2025-12-24T07:58:56,214.75.151.73,smart_tv,1
cd3124a7-01cd-4139-a200-cb46cdf501cc,73325bd6-a72a-42fd-ae64-d2559433fe65,2024-05-31T18:24:52,104.131.161.194,,0
c6b31cf8-b1f5-4d40-bda2-47288fc2f936,73325bd6-a72a-42fd-ae64-d2559433fe65,2024-07-15T19:56:32,152.184.43.125,smart_tv,1
d44eefdd-84d1-4c92-a8cc-0317be0130e2,eb4b2cb7-a8fe-4adb-be61-1fb0ca43011d,2024-05-21T08:55:09,6.106.138.218,desktop,1
34054444-7fbf-4eac-87e2-2c51a93f9756,eb4b2cb7-a8fe-4adb-be61-1fb0ca43011d,2024-11-28T13:09:01,52.163.130.186,iot,1
cdfc032d-f4b3-4be7-abbf-546ba83f3aa1,eb4b2cb7-a8fe-4adb-be61-1fb0ca43011d,2025-07-13T17:40:00,44.196.183.156,desktop,1
b290f1f0-ea30-4e0c-ad82-43a761b0fd7e,eb4b2cb7-a8fe-4adb-be61-1fb0ca43011d,2023-11-14T07:30:42,185.162.77.86,mobile,1
665c21b6-d811-4d9a-9b4c-432ef07d6d94,bbccbb90-8036-4a64-b88a-341f56a84447,2024-01-13T13:13:18,190.193.198.213,desktop,1
56a99d72-973e-40eb-b47a-08da5ea64d0b,bbccbb90-8036-4a64-b88a-341f56a84447,2024-10-03T10:30:58,166.253.131.83,,1
35d53052-2506-4744-b9de-34773f0bf004,bbccbb90-8036-4a64-b88a-341f56a84447,2023-05-29T14:18:19,218.6.58.204,mobile,1
0e83a023-5a49-4133-a9b6-a7a573ce192e,bbccbb90-8036-4a64-b88a-341f56a84447,2024-08-18T09:37:22,202.239.207.91,desktop,1
6af80a86-4f47-4c80-9bdb-421987bfc351,bbccbb90-8036-4a64-b88a-341f56a84447,2024-03-07T10:59:20,154.65.173.98,smart_tv,0
93f1e687-0bf7-4337-95f6-7358bad2b6fe,ed7b6e72-418f-4771-b810-1b0a93cfb664,2024-07-02T19:10:05,221.120.42.85,tablet,1
b6736bea-0b14-457a-8a87-ecca6aea43b7,ed7b6e72-418f-4771-b810-1b0a93cfb664,2023-05-21T06:05:45,51.90.91.134,tablet,1
6f4180a8-6819-4b78-9ada-af39104d026d,ed7b6e72-418f-4771-b810-1b0a93cfb664,2025-06-24T06:56:17,205.4.168.174,smart_tv,1
7a35885c-8da5-4bbd-8460-235f0ec4aa2f,ed7b6e72-418f-4771-b810-1b0a93cfb664,2024-12-24T16:21:56,196.54.210.37,desktop,1
4aef0505-7a97-445b-9627-ac509c4df493,ed7b6e72-418f-4771-b810-1b0a93cfb664,2025-05-20T23:54:52,128.97.136.10,desktop,1
2d1348d6-37e4-4bed-9517-ec2113e889bf,ed7b6e72-418f-4771-b810-1b0a93cfb664,2024-07-04T11:14:27,209.189.52.80,iot,1
0041e9dd-17a4-4118-8b8a-a9bf1b2423ea,ed7b6e72-418f-4771-b810-1b0a93cfb664,2023-05-17T02:57:28,161.182.120.236,iot,1
e46a146f-a388-45fd-9825-290817f2f4f1,ed7b6e72-418f-4771-b810-1b0a93cfb664,2024-02-13T18:21:43,31.104.47.93,mobile,1
5e6f101b-873b-43d6-adca-b4bc554394a8,ed7b6e72-418f-4771-b810-1b0a93cfb664,2025-03-11T01:22:08,67.100.175.31,mobile,1
80b9f959-d908-416e-9c75-4f67bc3ab5e6,ed7b6e72-418f-4771-b810-1b0a93cfb664,2025-03-23T02:06:25,223.217.137.37,iot,1
